OID_,NAME,ZONE_CODE,LST_COUNT,AREA,LST_MIN,LST_MAX,LST_RANGE,LST_MEAN,LST_STD,LST_SUM,LST_MEDIAN,LST_PCT90,Date,LST_Year,LST_Month,MERGE_SRC
35,Kachecheti,8,2.000000000000000,0.020000000000000,28.464567184448200,29.291337966918900,0.826770782470703,28.877952575683600,0.413385391235352,57.755905151367200,28.877952575683600,29.208660888671900,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_04_FLOAT_WMA
36,Mabale,9,1.000000000000000,0.010000000000000,27.637794494628900,27.637794494628900,0.000000000000000,27.637794494628900,0.000000000000000,27.637794494628900,27.637794494628900,27.637794494628900,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_04_FLOAT_WMA
37,Nekatambe,1,4.000000000000000,0.040000000000000,29.842519760131800,31.496063232421900,1.653543472290040,30.807086467742900,0.631457343889222,123.228345870972000,30.944881439209000,31.413385963439900,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
38,Nemananga,2,2.000000000000000,0.020000000000000,29.842519760131800,30.393701553344700,0.551181793212891,30.118110656738300,0.275590896606445,60.236221313476600,30.118110656738300,30.338583374023400,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
39,Sidinda,3,6.000000000000000,0.060000000000000,29.566928863525400,30.393701553344700,0.826772689819336,29.888451576232900,0.334388668630045,179.330709457397000,29.842519760131800,30.255906105041500,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
40,Simangani,4,5.000000000000000,0.050000000000000,31.496063232421900,31.771654129028300,0.275590896606445,31.661417770385700,0.135011414888382,158.307088851929000,31.771654129028300,31.771654129028300,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
41,Unknown 16,5,1.000000000000000,0.010000000000000,32.598426818847700,32.598426818847700,0.000000000000000,32.598426818847700,0.000000000000000,32.598426818847700,32.598426818847700,32.598426818847700,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
42,Chidobe,6,1.000000000000000,0.010000000000000,29.015748977661100,29.015748977661100,0.000000000000000,29.015748977661100,0.000000000000000,29.015748977661100,29.015748977661100,29.015748977661100,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
43,Jambezi,7,2.000000000000000,0.020000000000000,29.566928863525400,29.842519760131800,0.275590896606445,29.704724311828600,0.137795448303223,59.409448623657200,29.704724311828600,29.814960670471200,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
44,Kachecheti,8,2.000000000000000,0.020000000000000,29.566928863525400,30.118110656738300,0.551181793212891,29.842519760131800,0.275590896606445,59.685039520263700,29.842519760131800,30.062992477417000,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
45,Mabale,9,1.000000000000000,0.010000000000000,29.566928863525400,29.566928863525400,0.000000000000000,29.566928863525400,0.000000000000000,29.566928863525400,29.566928863525400,29.566928863525400,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_05_FLOAT_WMA
46,Nekatambe,1,4.000000000000000,0.040000000000000,26.811023712158200,27.913385391235400,1.102361679077150,27.499999523162800,0.413385550181132,109.999998092651000,27.637794494628900,27.830708122253400,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
47,Nemananga,2,2.000000000000000,0.020000000000000,27.362205505371100,27.637794494628900,0.275588989257812,27.500000000000000,0.137794494628906,55.000000000000000,27.500000000000000,27.610235595703100,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
48,Sidinda,3,6.000000000000000,0.060000000000000,26.811023712158200,27.637794494628900,0.826770782470703,27.178477923075400,0.304676720654813,163.070867538452000,27.224410057067900,27.500000000000000,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
49,Simangani,4,5.000000000000000,0.050000000000000,28.188976287841800,28.464567184448200,0.275590896606445,28.354330825805700,0.135011414888382,141.771654129028000,28.464567184448200,28.464567184448200,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
50,Unknown 16,5,1.000000000000000,0.010000000000000,28.740158081054700,28.740158081054700,0.000000000000000,28.740158081054700,0.000000000000000,28.740158081054700,28.740158081054700,28.740158081054700,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
51,Chidobe,6,1.000000000000000,0.010000000000000,26.535432815551800,26.535432815551800,0.000000000000000,26.535432815551800,0.000000000000000,26.535432815551800,26.535432815551800,26.535432815551800,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
52,Jambezi,7,2.000000000000000,0.020000000000000,26.811023712158200,27.362205505371100,0.551181793212891,27.086614608764600,0.275590896606445,54.173229217529300,27.086614608764600,27.307087326049800,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
53,Kachecheti,8,2.000000000000000,0.020000000000000,26.811023712158200,27.362205505371100,0.551181793212891,27.086614608764600,0.275590896606445,54.173229217529300,27.086614608764600,27.307087326049800,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
54,Mabale,9,1.000000000000000,0.010000000000000,26.259841918945300,26.259841918945300,0.000000000000000,26.259841918945300,0.000000000000000,26.259841918945300,26.259841918945300,26.259841918945300,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_06_FLOAT_WMA
55,Nekatambe,1,4.000000000000000,0.040000000000000,27.913385391235400,28.740158081054700,0.826772689819336,28.395669460296600,0.358003076269368,113.582677841187000,28.464567184448200,28.740158081054700,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
56,Nemananga,2,2.000000000000000,0.020000000000000,28.188976287841800,28.740158081054700,0.551181793212891,28.464567184448200,0.275590896606445,56.929134368896500,28.464567184448200,28.685039901733400,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
57,Sidinda,3,6.000000000000000,0.060000000000000,27.913385391235400,28.464567184448200,0.551181793212891,28.143044471740700,0.247350399595279,168.858266830444000,28.051180839538600,28.464567184448200,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
58,Simangani,4,5.000000000000000,0.050000000000000,28.740158081054700,29.566928863525400,0.826770782470703,29.181102371215800,0.281047848977255,145.905511856079000,29.291337966918900,29.456692504882800,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
59,Unknown 16,5,1.000000000000000,0.010000000000000,29.566928863525400,29.566928863525400,0.000000000000000,29.566928863525400,0.000000000000000,29.566928863525400,29.566928863525400,29.566928863525400,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
60,Chidobe,6,1.000000000000000,0.010000000000000,27.637794494628900,27.637794494628900,0.000000000000000,27.637794494628900,0.000000000000000,27.637794494628900,27.637794494628900,27.637794494628900,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
61,Jambezi,7,2.000000000000000,0.020000000000000,27.913385391235400,28.464567184448200,0.551181793212891,28.188976287841800,0.275590896606445,56.377952575683600,28.188976287841800,28.409449005127000,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
62,Kachecheti,8,2.000000000000000,0.020000000000000,27.913385391235400,28.464567184448200,0.551181793212891,28.188976287841800,0.275590896606445,56.377952575683600,28.188976287841800,28.409449005127000,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
63,Mabale,9,1.000000000000000,0.010000000000000,27.362205505371100,27.362205505371100,0.000000000000000,27.362205505371100,0.000000000000000,27.362205505371100,27.362205505371100,27.362205505371100,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_07_FLOAT_WMA
64,Nekatambe,1,4.000000000000000,0.040000000000000,32.047245025634800,33.149604797363300,1.102359771728520,32.667323112487800,0.407603062752447,130.669292449951000,32.736221313476600,33.066928100585900,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
65,Nemananga,2,2.000000000000000,0.020000000000000,33.700786590576200,34.251968383789100,0.551181793212891,33.976377487182600,0.275590896606445,67.952754974365200,33.976377487182600,34.196850204467800,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
66,Sidinda,3,6.000000000000000,0.060000000000000,32.874015808105500,33.425197601318400,0.551181793212891,33.195538202921600,0.247350458627251,199.173229217529000,33.287401199340800,33.425197601318400,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
67,Simangani,4,5.000000000000000,0.050000000000000,32.874015808105500,33.976379394531300,1.102363586425780,33.425196838378900,0.389744383648517,167.125984191895000,33.425197601318400,33.866142272949200,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
68,Unknown 16,5,1.000000000000000,0.010000000000000,33.976379394531300,33.976379394531300,0.000000000000000,33.976379394531300,0.000000000000000,33.976379394531300,33.976379394531300,33.976379394531300,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
69,Chidobe,6,1.000000000000000,0.010000000000000,33.700786590576200,33.700786590576200,0.000000000000000,33.700786590576200,0.000000000000000,33.700786590576200,33.700786590576200,33.700786590576200,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
70,Jambezi,7,2.000000000000000,0.020000000000000,32.874015808105500,33.700786590576200,0.826770782470703,33.287401199340800,0.413385391235352,66.574802398681600,33.287401199340800,33.618109512329100,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
71,Kachecheti,8,2.000000000000000,0.020000000000000,33.700786590576200,34.251968383789100,0.551181793212891,33.976377487182600,0.275590896606445,67.952754974365200,33.976377487182600,34.196850204467800,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
72,Mabale,9,1.000000000000000,0.010000000000000,32.322834014892600,32.322834014892600,0.000000000000000,32.322834014892600,0.000000000000000,32.322834014892600,32.322834014892600,32.322834014892600,2015_08,2015,8,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_08_FLOAT_WMA
73,Nekatambe,1,4.000000000000000,0.040000000000000,37.283466339111300,38.661418914794900,1.377952575683590,37.903543472290000,0.492027698526636,151.614173889160000,37.834644317627000,38.413386535644500,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
74,Nemananga,2,2.000000000000000,0.020000000000000,40.039371490478500,40.039371490478500,0.000000000000000,40.039371490478500,0.000000000000000,80.078742980957000,40.039371490478500,40.039371490478500,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
75,Sidinda,3,6.000000000000000,0.060000000000000,38.937007904052700,39.488189697265600,0.551181793212891,39.258530298868800,0.247350458627251,235.551181793213000,39.350393295288100,39.488189697265600,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
76,Simangani,4,5.000000000000000,0.050000000000000,37.834644317627000,40.314960479736300,2.480316162109380,38.992125701904300,0.860972898255141,194.960628509521000,38.937007904052700,39.984252166748100,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
77,Unknown 16,5,1.000000000000000,0.010000000000000,39.212596893310500,39.212596893310500,0.000000000000000,39.212596893310500,0.000000000000000,39.212596893310500,39.212596893310500,39.212596893310500,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
78,Chidobe,6,1.000000000000000,0.010000000000000,39.488189697265600,39.488189697265600,0.000000000000000,39.488189697265600,0.000000000000000,39.488189697265600,39.488189697265600,39.488189697265600,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
79,Jambezi,7,2.000000000000000,0.020000000000000,39.212596893310500,40.314960479736300,1.102363586425780,39.763778686523400,0.551181793212891,79.527557373046900,39.763778686523400,40.204724121093700,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
80,Kachecheti,8,2.000000000000000,0.020000000000000,39.212596893310500,40.039371490478500,0.826774597167969,39.625984191894500,0.413387298583984,79.251968383789100,39.625984191894500,39.956694030761700,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
81,Mabale,9,1.000000000000000,0.010000000000000,38.110237121582000,38.110237121582000,0.000000000000000,38.110237121582000,0.000000000000000,38.110237121582000,38.110237121582000,38.110237121582000,2015_09,2015,9,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_09_FLOAT_WMA
82,Nekatambe,1,4.000000000000000,0.040000000000000,42.244094848632800,43.897636413574200,1.653541564941410,43.070865631103500,0.584615226771943,172.283462524414000,43.070865631103500,43.649605178833000,2015_10,2015,10,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_10_FLOAT_WMA
83,Nemananga,2,2.000000000000000,0.020000000000000,45.000000000000000,45.000000000000000,0.000000000000000,45.000000000000000,0.000000000000000,90.000000000000000,45.000000000000000,45.000000000000000,2015_10,2015,10,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_10_FLOAT_WMA
84,Sidinda,3,6.000000000000000,0.060000000000000,45.000000000000000,45.000000000000000,0.000000000000000,45.000000000000000,0.000000000000000,270.000000000000000,45.000000000000000,45.000000000000000,2015_10,2015,10,C:\Users\kem99059\Desktop\Zambezi\Climate\LST\LST.gdb\MOD_LSTD_M_2015_10_FLOAT_WMA
