OID_,NAME,ZONE_CODE,Soil_10_40_COUNT,Soil_10_40_AREA,Soil_10_40_MIN,Soil_10_40_MAX,Soil_10_40_RANGE,Soil_10_40_MEAN,Soil_10_40_STD,Soil_10_40_SUM,Soil_10_40_VARIETY,Soil_10_40_MAJORITY,Soil_10_40_MINORITY,Soil_10_40_MEDIAN,Soil_10_40_PCT90,Date,Soil_10_40_Year,Soil_10_40_Month,MERGE_SRC
95,Unknown 16,5,1.000000000000000,0.009999999999999,1531,1531,0,1531.000000000000000,0.000000000000000,1531.000000000000000,1,1531,1531,1531,1531,1511,15,11,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1511_WMA
96,Chidobe,6,1.000000000000000,0.009999999999999,1617,1617,0,1617.000000000000000,0.000000000000000,1617.000000000000000,1,1617,1617,1617,1617,1511,15,11,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1511_WMA
97,Jambezi,7,2.000000000000000,0.019999999999998,1584,1600,16,1592.000000000000000,8.000000000000000,3184.000000000000000,2,1584,1584,1584,1600,1511,15,11,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1511_WMA
98,Kachecheti,8,2.000000000000000,0.019999999999998,1624,1636,12,1630.000000000000000,6.000000000000000,3260.000000000000000,2,1624,1624,1624,1636,1511,15,11,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1511_WMA
99,Mabale,9,1.000000000000000,0.009999999999999,1504,1504,0,1504.000000000000000,0.000000000000000,1504.000000000000000,1,1504,1504,1504,1504,1511,15,11,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1511_WMA
100,Nekatambe,1,4.000000000000000,0.039999999999995,2167,3080,913,2628.750000000000000,414.207903715031000,10515.000000000000000,4,2167,2167,2267,3080,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
101,Nemananga,2,2.000000000000000,0.019999999999998,2107,2273,166,2190.000000000000000,83.000000000000000,4380.000000000000000,2,2107,2107,2107,2273,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
102,Sidinda,3,6.000000000000000,0.059999999999993,1980,2848,868,2439.833333333330000,391.785832935405000,14639.000000000000000,6,1980,1980,2106,2848,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
103,Simangani,4,5.000000000000000,0.049999999999994,1882,2914,1032,2503.200000000000000,451.101496339793000,12516.000000000000000,5,1882,1882,2803,2914,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
104,Unknown 16,5,1.000000000000000,0.009999999999999,1965,1965,0,1965.000000000000000,0.000000000000000,1965.000000000000000,1,1965,1965,1965,1965,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
105,Chidobe,6,1.000000000000000,0.009999999999999,2602,2602,0,2602.000000000000000,0.000000000000000,2602.000000000000000,1,2602,2602,2602,2602,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
106,Jambezi,7,2.000000000000000,0.019999999999998,2184,2209,25,2196.500000000000000,12.500000000000000,4393.000000000000000,2,2184,2184,2184,2209,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
107,Kachecheti,8,2.000000000000000,0.019999999999998,2400,2514,114,2457.000000000000000,57.000000000000000,4914.000000000000000,2,2400,2400,2400,2514,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
108,Mabale,9,1.000000000000000,0.009999999999999,2376,2376,0,2376.000000000000000,0.000000000000000,2376.000000000000000,1,2376,2376,2376,2376,1512,15,12,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1512_WMA
109,Nekatambe,1,4.000000000000000,0.039999999999995,2184,2996,812,2594.000000000000000,370.424756192131000,10376.000000000000000,4,2184,2184,2267,2996,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
110,Nemananga,2,2.000000000000000,0.019999999999998,2070,2251,181,2160.500000000000000,90.500000000000000,4321.000000000000000,2,2070,2070,2070,2251,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
111,Sidinda,3,6.000000000000000,0.059999999999993,2052,2844,792,2459.833333333330000,358.754984479504000,14759.000000000000000,6,2052,2052,2141,2844,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
112,Simangani,4,5.000000000000000,0.049999999999994,1931,2882,951,2528.200000000000000,392.898154742422000,12641.000000000000000,5,1931,1931,2794,2882,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
113,Unknown 16,5,1.000000000000000,0.009999999999999,2091,2091,0,2091.000000000000000,0.000000000000000,2091.000000000000000,1,2091,2091,2091,2091,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
114,Chidobe,6,1.000000000000000,0.009999999999999,2482,2482,0,2482.000000000000000,0.000000000000000,2482.000000000000000,1,2482,2482,2482,2482,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
115,Jambezi,7,2.000000000000000,0.019999999999998,2202,2209,7,2205.500000000000000,3.500000000000000,4411.000000000000000,2,2202,2202,2202,2209,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
116,Kachecheti,8,2.000000000000000,0.019999999999998,2306,2404,98,2355.000000000000000,49.000000000000000,4710.000000000000000,2,2306,2306,2306,2404,1601,16,1,C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1601_WMA
